	segment	count
1739	频频	109
1734	制片方	109
1737	群众	109
1735	漫画	109
1733	律师	109
1732	民谣	109
1736	质感	109
1763	网大	108
1759	对决	108
1760	地球	108
1761	抢先	108
1762	李达康	108
1766	尖叫	108
1764	冠名	108
1765	暑期	108
1767	首期	108
1768	日子	108
1757	家乡	108
1758	口味	108
1753	大方	108
1756	关注度	108
1754	年底	108
1744	特辑	108
1752	星球大战	108
1751	吴磊	108
1750	白鹿原	108
1749	生化危机	108
1748	贵州	108
1747	早前	108
1746	受伤	108
1745	桥段	108
1755	嫌疑人	108
1772	万家	107
1774	贺岁	107
1773	出生	107
1775	争夺	107
1771	模仿	107
1769	女王	107
1770	演讲	107
1782	青睐	106
1788	安徽	106
1787	几部	106
1786	四大	106
1785	养成	106
1784	格莱美	106
1783	白百何	106
1781	一批	106
1780	痛苦	106
1779	专属	106
1778	老婆	106
1777	愿望	106
1776	位置	106
1799	名为	105
1798	电影频道	105
1795	长期	105
1797	有容	105
1796	判断	105
1791	中华	105
1794	后续	105
1792	意见	105
1790	正面	105
1789	前期	105
1793	引导	105
1806	满意度	104
1812	付辛博	104
1811	戏外	104
1810	这件	104
1809	重视	104
1807	纠葛	104
1808	身着	104
1805	恋情	104
1804	爱上	104
1803	恐怖	104
1802	政治	104
1801	温馨	104
1800	大话西游	104
1822	精良	103
1829	细腻	103
1828	价格	103
1827	一道	103
1826	1000	103
1825	音乐剧	103
1824	对抗	103
1823	取景	103
1816	影后	103
1821	认同	103
1820	湖南	103
1819	第三	103
1818	第二部	103
1817	熊出没	103
1815	敬请期待	103
1814	资金	103
1813	展现出	103
1837	固定	102
1843	放大	102
1842	引爆	102
1841	张继科	102
1840	哈尔滨	102
1839	户外	102
1838	年纪	102
1832	360	102
1836	演艺圈	102
1831	神话	102
1830	小伙伴	102
1835	认知	102
1833	部门	102
1834	烧脑	102
1865	单身	101
1864	钢琴	101
1855	武侠	101
1862	离婚	101
1861	派拉蒙	101
1860	前来	101
1859	回来	101
1858	制作方	101
1857	国民	101
1856	清流	101
1863	不小	101
1854	性感	101
1853	短片	101
1852	韩庚	101
1851	交响乐团	101
1850	台下	101
1849	热闹	101
1848	率先	101
1847	老人	101
1846	骄傲	101
1845	霍元甲	101
1844	长沙	101
1879	选拔	100
1882	李冰冰	100
1880	组委会	100
1881	提醒	100
1877	尺度	100
1883	凌晨	100
1884	真人	100
1885	百万	100
1886	内涵	100
1878	上周	100
1867	周立波	100
1876	接到	100
1870	花样	100
1866	小时候	100
1868	第四季	100
1869	一半	100
1875	地说	100
1871	受邀	100
1873	代言人	100
1874	理性	100
1872	配音演员	100
1895	颇为	99
1903	之战	99
1902	结构	99
1901	权利	99
1900	影像	99
1899	新颖	99
1897	暖心	99
1896	借助	99
1898	献唱	99
1894	资料	99
1890	第五	99
1893	基地	99
1888	麻烦	99
1889	历经	99
1887	欧洲	99
1891	合家欢	99
1892	天价	99
1913	周年	98
1922	科学	98
1921	下滑	98
1920	人次	98
1919	Angelababy	98
1918	首个	98
1917	交易	98
1916	童年	98
1914	本土	98
1915	VIP	98
1912	政策	98
1911	刺客	98
1910	师徒	98
1909	回顾	98
1908	本季	98
1907	副总裁	98
1906	上台	98
1905	冰雪	98
1904	条件	98
1932	共有	97
1938	淘汰	97
1937	夺得	97
1936	开幕	97
1935	效应	97
1934	农村	97
1933	冲突	97
1931	夸张	97
1923	加持	97
1929	最受	97
1928	两种	97
1927	美学	97
1926	高校	97
1925	2011	97
1924	造假	97
1930	爷爷	97
1954	机器	96
1951	美术	96
1952	太空	96
1953	请来	96
1949	化妆	96
1955	刘诗	96
1957	覆盖	96
1958	满满的	96
1950	杰克	96
1956	时而	96
1948	纠结	96
1942	迷妹	96
1940	惊人	96
1941	字幕	96
1939	见面会	96
1947	热点	96
1943	四部	96
1944	五个	96
1945	深厚	96
1946	同期	96
1970	力求	95
1979	一曲	95
1978	合影	95
1977	聊天	95
1976	衍生	95
1975	新专辑	95
1974	黑马	95
1973	影帝	95
1972	中有	95
1971	冲击	95
1980	购票	95
1969	好玩	95
1968	基金	95
1962	保障	95
1967	荣获	95
1960	琼瑶	95
1961	开玩笑	95
1959	动力	95
1963	配乐	95
1964	对象	95
1965	赛区	95
1966	格局	95
1997	德国	94
1996	众筹	94
1995	免费	94
1994	电话	94
1993	隐藏	94
1992	淋漓尽致	94
1991	高颜值	94
1990	金马奖	94
1989	收益	94
1988	生于	94
1983	转发	94
1981	看好	94
1982	恩爱	94
1987	技巧	94
1984	推进	94
1985	保留	94
1986	王丽坤	94
2021	艰难	93
2020	超强	93
2010	魔术	93
2018	这档	93
2017	陆毅	93
2016	耳畔	93
2015	重现	93
2014	王千源	93
2013	上阵	93
2012	专访	93
2011	委员会	93
2019	审查	93
2009	带有	93
2008	猜测	93
2002	熟知	93
1998	弟弟	93
2007	跳舞	93
2000	领衔	93
2001	巅峰	93
1999	平凡	93
2003	说出	93
2004	夏天	93
2005	变形金刚	93
2006	成名	93
2037	意大利	92
2036	使命	92
2035	北美票房	92
2034	超人	92
2029	快递	92
2032	女团	92
2031	动人	92
2033	得以	92
2030	食神	92
2027	心疼	92
2026	评委会	92
2025	注入	92
2024	设计师	92
2023	三天	92
2022	单位	92
2028	私人	92
2060	大结局	91
2055	理由	91
2056	实时	91
2057	眼中	91
2058	草原	91
2059	白兰	91
2064	庞大	91
2061	预售	91
2062	邓紫棋	91
2063	活跃	91
2053	过度	91
2065	拓展	91
2054	神奇	91
2052	一人	91
2041	建设	91
2044	合约	91
2038	发力	91
2039	坚守	91
2040	不知	91
2051	白色	91
2042	如果说	91
2043	奋斗	91
2045	经纪	91
2046	各类	91
2047	闪亮	91
2048	专注	91
2049	角逐	91
2050	马伊	91
2080	前辈	90
2077	司机	90
2078	班底	90
2079	完善	90
2075	外形	90
2081	反复	90
2082	报告	90
2083	首歌曲	90
2076	纽约	90
2071	仙侠	90
2074	苏有朋	90
2072	孙艺洲	90
2066	精致	90
2070	罗志祥	90
2069	乐观	90
2068	区别	90
2067	杀手	90
2073	没什么	90
2099	片尾	89
2096	赛事	89
2097	小厨	89
2098	风险	89
2103	厉害	89
2100	一支	89
2101	拥抱	89
2102	初心	89
2095	亲子	89
2094	通道	89
2093	有意思	89
2087	承担	89
2092	杨祐宁	89
2085	掌声	89
2086	耿直	89
2084	国际化	89
2088	银河	89
2089	不停	89
2090	想起	89
2091	悉数	89
2122	唯美	88
2121	现状	88
2120	彰显	88
2114	普通人	88
2119	中新社	88
2118	首发	88
2117	最早	88
2116	初衷	88
2115	常远	88
2107	扶持	88
2113	丁海峰	88
2111	刘涛	88
2110	刷新	88
2109	后期制作	88
2108	警匪	88
2106	监管	88
2105	契合	88
2104	协议	88
2112	潘长江	88
2142	报考	87
2138	男演员	87
2139	天空	87
2140	两天	87
2141	坚定	87
2147	最美	87
2143	地铁	87
2144	深受	87
2145	蒋欣	87
2146	典型	87
2135	嘉年华	87
2136	设备	87
2137	华谊	87
2134	民歌	87
2128	大脑	87
2123	稳定	87
2124	荧幕	87
2125	街头	87
2127	陈坤	87
2126	勇气	87
2129	天籁	87
2130	表面	87
2131	心灵	87
2132	电视节目	87
2133	2009	87
2169	吴昕	86
2164	夏洛克	86
2165	演奏	86
2166	之子	86
2167	姐妹	86
2168	作曲	86
2174	外科	86
2170	张译	86
2171	北青报	86
2172	环球	86
2173	外表	86
2162	热映	86
2163	不行	86
2149	旨在	86
2161	考核	86
2154	谢娜	86
2148	小小	86
2160	局长	86
2151	乡村	86
2152	陈凯歌	86
2153	首映礼	86
2150	李易峰	86
2155	张嘉译	86
2156	敬请	86
2157	一经	86
2158	到位	86
2159	合作伙伴	86
2193	走上	85
2192	歌舞片	85
2191	唐嫣	85
2190	伤害	85
2189	剧目	85
2188	演员阵容	85
2187	输出	85
2186	大热	85
2184	新晋	85
2185	机智	85
2183	张孝全	85
2181	作战	85
2180	状况	85
2179	说法	85
2178	小生	85
2177	迈克尔	85
2176	白举	85
2175	精灵	85
2182	带动	85
2217	销售	84
2211	健忘	84
2212	有限	84
2213	活泼	84
2214	月光	84
2215	视为	84
2216	翻拍	84
2222	逗趣	84
2218	素材	84
2219	首位	84
2221	金句	84
2209	线上	84
2223	王耀庆	84
2224	摆渡人	84
2210	拍电影	84
2220	侵犯	84
2208	出品人	84
2200	直播间	84
2195	现实生活	84
2196	真诚	84
2198	追逐	84
2194	传达	84
2199	彭浩翔	84
2197	心愿	84
2201	立新	84
2202	整部	84
2203	说起	84
2204	金球奖	84
2205	第一期	84
2206	被誉为	84
2207	一举	84
2234	见字	83
2242	确认	83
2241	如面	83
2240	云集	83
2239	才华	83
2238	描述	83
2237	预期	83
2236	实施	83
2235	游客	83
2233	四人	83
2232	情歌	83
2230	正义	83
2229	北京晨报	83
2228	遊戏	83
2227	喜剧电影	83
2226	凤凰	83
2225	执着	83
2231	私下	83
2265	父子	82
2260	湄公河	82
2261	风情	82
2262	打斗	82
2263	头条	82
2264	心吊	82
2269	提着	82
2266	恢复	82
2267	废柴	82
2268	留守	82
2270	影视文化	82
2257	小孩	82
2258	更大	82
2259	唐季	82
2256	张一山	82
2249	献身	82
2255	增强	82
2245	上天	82
2246	心目	82
2247	达子	82
2248	思想	82
2244	马可	82
2250	3000	82
2252	不算	82
2253	客串	82
2254	历程	82
2243	脱口秀	82
2251	一段时间	82
2289	广告主	81
2285	武术	81
2286	萨摩	81
2287	赚钱	81
2288	搞怪	81
2292	张国荣	81
2290	花费	81
2291	手中	81
2293	演说家	81
2294	做客	81
2283	颁发	81
2284	消失	81
2295	反响	81
2282	体会	81
2275	特质	81
2281	笑点	81
2271	大牌	81
2272	当初	81
2274	贴心	81
2273	看剧	81
2276	拿出	81
2277	感恩	81
2278	豪华	81
2279	脱颖而出	81
2280	重重	81
2316	回忆起	80
2311	一颗	80
2312	全剧	80
2313	大叔	80
2314	选角	80
2315	重庆	80
2322	灵感	80
2317	国内外	80
2318	短短	80
2319	明日	80
2320	难题	80
2321	之夜	80
2310	云南	80
2309	野兽	80
2308	抓住	80
2301	李治廷	80
2307	女歌手	80
2297	韩剧	80
2298	票务	80
2299	释放	80
2300	尹正	80
2296	倾情	80
2302	名人	80
2303	大开	80
2304	称号	80
2305	飞机	80
2306	配角	80
2346	玄幻	79
2345	新剧	79
2344	辩论	79
2343	结尾	79
2342	排练	79
2341	马东	79
2340	丝毫	79
2335	飙升	79
2338	片花	79
2337	怀疑	79
2336	先是	79
2339	IMAX	79
2334	刷屏	79
2327	眼泪	79
2323	路演	79
2324	超前	79
2325	分账	79
2326	不太	79
2333	通知	79
2328	近年	79
2330	一幕	79
2331	手术	79
2332	靖宇	79
2329	路线	79
2369	挑选	78
2364	功底	78
2365	怪兽	78
2366	正道	78
2367	规范	78
2368	所说	78
2371	治愈	78
2370	董力	78
2372	小包	78
2373	分手	78
2374	爱尚	78
2361	蜕变	78
2363	简兮	78
2362	代表作	78
2360	渐渐	78
2353	视野	78
2348	售票	78
2349	评审	78
2350	文化产业	78
2351	初恋	78
2352	飘飘	78
2347	女友	78
2354	相继	78
2356	感悟	78
2357	元宵	78
2358	从业者	78
2359	战场	78
2355	西安	78
2396	小镇	77
2391	便是	77
2392	法院	77
2393	文化娱乐	77
2394	出版	77
2395	精湛	77
2399	第一位	77
2397	包装	77
2398	第七届	77
2400	院长	77
2401	内核	77
2402	武汉	77
2389	激发	77
2390	造星	77
2377	舞美	77
2388	暂时	77
2381	男主	77
2375	邓丽君	77
2387	定义	77
2376	千年	77
2379	告白	77
2380	正片	77
2378	唤醒	77
2382	策略	77
2383	一脸	77
2384	一遍	77
2385	最多	77
2386	霸屏	77
2429	比拼	76
2423	另类	76
2424	余文乐	76
2425	相遇	76
2426	门槛	76
2427	合体	76
2428	贝多芬	76
2435	想象力	76
2430	员工	76
2431	天生	76
2432	差距	76
2433	费用	76
2434	增速	76
2436	力度	76
2437	顶尖	76
2421	队伍	76
2422	底线	76
2414	赞赏	76
2420	俄罗斯	76
2410	贴近	76
2419	你好	76
2403	伦敦	76
2404	佳作	76
2405	天赋	76
2406	非洲	76
2408	功力	76
2409	人文	76
2407	一周	76
2411	舆论	76
2412	票价	76
2413	提及	76
2415	气场	76
2416	爆红	76
2417	深入人心	76
2418	凶手	76
2464	主人	75
2458	问到	75
2459	日至	75
2460	斗鱼	75
2461	光环	75
2462	第三部	75
2463	家中	75
2472	小学	75
2465	加大	75
2466	告别	75
2467	未能	75
2468	两集	75
2469	歌剧	75
2470	吸睛	75
2471	降临	75
2455	著作权	75
2456	聪明	75
2457	潜力	75
2454	乐团	75
2445	服务费	75
2453	虐心	75
2438	2008	75
2439	场地	75
2440	打算	75
2442	回报	75
2443	反馈	75
2444	花旦	75
2441	领先	75
2446	智商	75
2447	高品质	75
2448	趣味	75
2449	平衡	75
2450	甜美	75
2451	送给	75
2452	设立	75
2505	节日	74
2496	玉米	74
2498	清晰	74
2499	原则	74
2500	默默	74
2501	开创	74
2502	走过	74
2503	行走	74
2504	度过	74
2514	影视圈	74
2506	门票	74
2507	构建	74
2508	奉献	74
2509	烂片	74
2510	元宵节	74
2511	后台	74
2512	懂得	74
2513	打磨	74
2494	终章	74
2495	本质	74
2497	剧情片	74
2493	蝙蝠侠	74
2483	趣事	74
2492	怀念	74
2474	王阳	74
2476	之称	74
2477	老爸	74
2478	中影	74
2479	残酷	74
2480	婷婷	74
2481	位列	74
2482	一旁	74
2475	打造出	74
2484	出彩	74
2489	相结合	74
2485	子弹	74
2491	亮眼	74
2490	第二期	74
2473	涉嫌	74
2488	加油	74
2487	打击	74
2486	一块	74
2535	圈内	73
2542	舞台剧	73
2536	导演组	73
2537	感人	73
2538	蔡明	73
2539	大气	73
2540	内部	73
2541	中央电视台	73
2546	奇迹	73
2543	如懿传	73
2544	女士	73
2545	自称	73
2547	谢谢	73
2548	合伙人	73
2549	写真	73
2533	试图	73
2534	办公室	73
2528	成果	73
2532	研发	73
2522	诉求	73
2515	嗓音	73
2516	剧作	73
2531	目光	73
2518	红色	73
2519	一只	73
2520	春天	73
2521	竞技	73
2517	承诺	73
2523	不失	73
2525	爵迹	73
2526	以此	73
2527	张贵妃	73
2529	全集	73
2530	政府	73
2524	古典	73
2570	井柏然	72
2565	合唱团	72
2566	说道	72
2567	弘扬	72
2568	不让	72
2569	这才	72
2574	在场	72
2572	吉他	72
2573	迎合	72
2575	唱功	72
2576	罗嘉良	72
2563	深深	72
2564	崩溃	72
2571	错过	72
2562	地域	72
2550	文艺片	72
2561	接连	72
2551	彬彬	72
2552	访谈	72
2554	林妙	72
2555	增添	72
2553	坚强	72
2556	录音	72
2557	故事情节	72
2558	佳人	72
2559	疯岳	72
2560	重复	72
2601	缺少	71
2595	诱惑	71
2596	近几年	71
2597	生死	71
2598	瞒报	71
2599	一是	71
2600	全景	71
2608	倾力	71
2602	流程	71
2603	揭秘	71
2604	春风	71
2605	笑声	71
2607	高斯	71
2593	映客	71
2609	安静	71
2594	百姓	71
2606	五位	71
2592	岁月	71
2583	这段	71
2591	去世	71
2577	优雅	71
2579	起到	71
2580	姿态	71
2581	眼前一亮	71
2582	对手戏	71
2578	民间	71
2584	销量	71
2586	广播	71
2587	宝贝	71
2588	好多	71
2590	观剧	71
2589	Lunar	71
2585	启迪	71
2630	休息	70
2626	编排	70
2627	退出	70
2628	爆炸	70
2629	志明	70
2633	魔幻	70
2631	信条	70
2632	关键词	70
2634	难忘	70
2635	网民	70
2636	大关	70
2624	姜文	70
2625	外传	70
2621	观念	70
2623	控股	70
2615	食物	70
2622	打通	70
2611	烦恼	70
2612	树立	70
2613	翻唱	70
2614	呆萌	70
2610	亲切	70
2616	截屏	70
2618	实践	70
2619	罗仲谦	70
2620	为例	70
2617	五年	70
2657	剩下	69
2652	飞行	69
2653	统一	69
2654	立体	69
2655	号召力	69
2660	猫眼	69
2658	救志明	69
2659	天后	69
2661	安迪	69
2662	操刀	69
2650	着实	69
2651	两次	69
2656	VR	69
2649	遇上	69
2643	人间	69
2648	舒服	69
2639	爱情片	69
2640	纯真	69
2641	英文	69
2642	张陆	69
2638	不仅如此	69
2637	走心	69
2644	傅园慧	69
2645	奥斯卡奖	69
2646	广场	69
2647	合拍片	69
2700	乱象	68
2689	放松	68
2691	新疆	68
2692	记住	68
2693	赛制	68
2694	发声	68
2695	看待	68
2696	扎实	68
2697	知名度	68
2698	暴露	68
2699	维护	68
2706	就让	68
2701	谭晶	68
2702	史诗	68
2703	青岛	68
2704	落下	68
2705	白浅	68
2687	和谐	68
2707	榜首	68
2708	2010	68
2709	过往	68
2710	差异	68
2688	麻花	68
2690	音乐大师	68
2686	选出	68
2674	DJ	68
2663	刻画	68
2664	尚未	68
2665	重量级	68
2685	战胜	68
2667	位于	68
2668	贾玲	68
2669	影坛	68
2670	决赛	68
2671	陈晓	68
2672	关爱	68
2673	舒畅	68
2666	征服	68
2675	译制	68
2677	黑龙江	68
2678	李英爱	68
2679	频繁	68
2680	小分队	68
2681	不惜	68
2682	截止	68
2683	准确	68
2684	外国	68
2676	靳东	68
2736	空降	67
2738	一首歌	67
2737	故乡	67
2732	几次	67
2735	舒淇	67
2733	狂欢	67
2740	不愿	67
2739	一副	67
2745	即兴	67
2741	曲风	67
2742	司音	67
2743	历时	67
2744	那场	67
2746	点燃	67
2747	珍惜	67
2748	美剧	67
2749	第二天	67
2730	笑容	67
2731	聚集	67
2734	可能性	67
2729	美的	67
2719	孤独	67
2728	海边	67
2711	林忆莲	67
2712	西装	67
2713	权力	67
2714	时装周	67
2716	精英	67
2717	张国立	67
2718	各方	67
2715	蓝精灵	67
2720	营救	67
2724	汉子	67
2721	神曲	67
2726	太太	67
2725	较大	67
2727	参考	67
2723	制度	67
2722	引入	67
2784	前所未有	66
2774	传媒大学	66
2776	TVB	66
2777	打出	66
2778	朱军	66
2779	边缘	66
2780	连接	66
2781	操作	66
2782	害怕	66
2783	上座率	66
2793	写道	66
2785	过后	66
2786	黄有	66
2787	智能	66
2788	人选	66
2789	事实	66
2790	九门	66
2791	情商	66
2792	水手	66
2772	胡静	66
2794	地点	66
2773	心得	66
2775	扫帚	66
2771	使出	66
2759	每期	66
2770	投资方	66
2750	旅程	66
2751	吃货	66
2752	李慧珍	66
2753	降魔	66
2754	这句	66
2756	匠心	66
2757	已有	66
2758	冷静	66
2755	张昭	66
2760	上官	66
2762	半年	66
2763	阿黛尔	66
2764	对白	66
2765	考拉	66
2766	运作	66
2767	人工智能	66
2768	PPTV	66
2761	耀天	66
2769	古代	66
2826	团体	65
2830	官员	65
2829	事儿	65
2828	实景	65
2827	停止	65
2822	推向	65
2825	放下	65
2824	郭靖	65
2823	天使	65
2832	飞虎	65
2831	牵手	65
2843	颇具	65
2833	早期	65
2834	应对	65
2835	多家	65
2836	代言	65
2837	来源	65
2838	变现	65
2839	寻求	65
2840	赢家	65
2841	2007	65
2842	早就	65
2820	惊呼	65
2821	刻意	65
2800	眼光	65
2819	临时	65
2806	世界各地	65
2818	本色	65
2796	势力	65
2797	顾问	65
2798	魏大勋	65
2795	英语	65
2801	采写	65
2802	宁静	65
2803	多项	65
2804	虐恋	65
2805	魔性	65
2799	麒麟	65
2807	思谈	65
2813	单一	65
2808	贯穿	65
2817	搜狐	65
2816	摆脱	65
2814	现金	65
2815	伙伴	65
2812	助理	65
2811	地面	65
2810	李健	65
2809	范伟	65
2862	犀利	64
2868	潜规则	64
2863	拜年	64
2864	繁荣	64
2865	激励	64
2866	郑爽	64
2867	澳大利亚	64
2874	领跑	64
2869	平等	64
2870	时长	64
2871	服饰	64
2872	房间	64
2873	西方	64
2875	村民	64
2860	极限运动	64
2861	总会	64
2859	此事	64
2846	血战	64
2851	德云社	64
2844	做法	64
